PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO101866,2025-10-27,Supplier_12,Electronics,8,452.58,3620.64,8,15,No,7,196,44,8,0,Yes
PO101867,2025-08-17,Supplier_14,Office Supplies,14,476.26,6667.64,3,4,Yes,1,355,17,14,352,No
PO101868,2025-12-10,Supplier_07,Electronics,3,344.77,1034.31,6,7,Yes,1,433,40,3,396,No
PO101869,2025-06-05,Supplier_04,Electronics,11,485.93,5345.23,9,14,No,5,469,39,11,441,No
PO101870,2025-01-28,Supplier_08,Office Supplies,1,252.5,252.5,7,6,Yes,0,222,16,1,207,No
PO101871,2025-06-26,Supplier_11,Home & Kitchen,4,351.86,1407.44,6,5,Yes,0,105,30,4,79,No
PO101872,2025-12-25,Supplier_09,Electronics,9,426.52,3838.68,9,14,No,5,468,39,9,0,Yes
PO101873,2025-11-30,Supplier_08,Electronics,5,485.26,2426.3,5,3,Yes,0,89,48,5,0,Yes
PO101874,2025-09-12,Supplier_03,Office Supplies,19,421.47,8007.93,9,11,No,2,259,22,19,256,No
PO101875,2025-11-02,Supplier_11,Electronics,12,311.41,3736.92,10,19,No,9,423,49,12,386,No
PO101876,2025-06-05,Supplier_09,Office Supplies,17,475.11,8076.87,9,19,No,10,460,23,17,454,No
PO101877,2025-07-06,Supplier_07,Home & Kitchen,11,485.11,5336.21,10,16,No,6,45,25,11,31,No
PO101878,2025-11-21,Supplier_10,Office Supplies,18,272.23,4900.14,6,15,No,9,143,22,18,139,No
PO101879,2025-12-03,Supplier_06,Electronics,18,166.39,2995.02,4,9,No,5,191,39,18,0,Yes
PO101880,2025-11-18,Supplier_03,Electronics,10,337.83,3378.3,10,17,No,7,33,41,10,0,Yes
PO101881,2025-04-14,Supplier_10,Electronics,14,174.42,2441.88,9,7,Yes,0,175,33,14,0,Yes
PO101882,2025-06-17,Supplier_05,Home & Kitchen,17,106.43,1809.31,3,10,No,7,328,33,17,312,No
PO101883,2025-01-30,Supplier_15,Office Supplies,7,350.82,2455.74,6,9,No,3,69,25,7,51,No
PO101884,2025-09-25,Supplier_05,Electronics,10,219.4,2194.0,7,12,No,5,417,48,10,0,Yes
PO101885,2025-12-24,Supplier_11,Electronics,17,456.8,7765.6,10,10,Yes,0,438,42,17,413,No
PO101886,2025-10-08,Supplier_03,Home & Kitchen,6,492.18,2953.08,6,13,No,7,452,19,6,439,No
PO101887,2025-11-09,Supplier_01,Home & Kitchen,7,113.49,794.43,8,16,No,8,234,26,7,215,No
PO101888,2025-04-26,Supplier_15,Office Supplies,1,173.66,173.66,5,9,No,4,463,24,1,440,No
PO101889,2025-07-28,Supplier_01,Electronics,10,191.69,1916.9,6,15,No,9,96,48,10,0,Yes
PO101890,2025-07-15,Supplier_01,Office Supplies,17,197.34,3354.78,10,12,No,2,359,24,17,352,No
PO101891,2025-01-15,Supplier_04,Office Supplies,4,275.42,1101.68,6,6,Yes,0,216,17,4,203,No
PO101892,2025-11-26,Supplier_02,Home & Kitchen,9,492.65,4433.85,4,5,Yes,1,275,24,9,260,No
PO101893,2025-09-04,Supplier_06,Electronics,8,220.85,1766.8,7,10,No,3,438,50,8,0,Yes
PO101894,2025-01-22,Supplier_12,Home & Kitchen,2,119.85,239.7,5,6,Yes,1,287,32,2,0,Yes
PO101895,2025-08-28,Supplier_03,Home & Kitchen,2,132.27,264.54,4,11,No,7,422,25,2,399,No
PO101896,2025-05-02,Supplier_15,Office Supplies,2,356.52,713.04,4,5,No,1,454,24,2,432,No
PO101897,2025-02-24,Supplier_15,Home & Kitchen,20,46.02,920.4,3,3,Yes,0,71,30,20,61,No
PO101898,2025-11-10,Supplier_06,Home & Kitchen,13,405.84,5275.92,9,11,No,2,139,19,13,133,No
PO101899,2025-03-23,Supplier_04,Home & Kitchen,7,368.08,2576.56,9,16,No,7,271,31,7,247,No
PO101900,2025-07-21,Supplier_02,Electronics,15,109.91,1648.65,10,13,No,3,40,40,15,15,No
PO101901,2025-04-13,Supplier_07,Office Supplies,8,190.21,1521.68,8,6,Yes,0,287,16,8,279,No
PO101902,2025-09-13,Supplier_09,Home & Kitchen,2,139.65,279.3,6,8,No,2,406,19,2,389,No
PO101903,2025-12-03,Supplier_03,Home & Kitchen,11,390.95,4300.45,9,15,No,6,319,30,11,300,No
PO101904,2025-09-19,Supplier_15,Home & Kitchen,10,284.36,2843.6,5,3,Yes,0,224,24,10,210,No
PO101905,2025-01-27,Supplier_05,Electronics,5,482.42,2412.1,8,9,No,1,75,61,5,0,Yes
PO101906,2025-01-26,Supplier_10,Home & Kitchen,11,320.21,3522.31,6,9,No,3,69,27,11,53,No
PO101907,2025-01-30,Supplier_09,Electronics,10,80.84,808.4,10,20,No,10,174,53,10,0,Yes
PO101908,2025-04-10,Supplier_11,Electronics,3,115.88,347.64,6,10,No,4,226,36,3,0,Yes
PO101909,2025-04-09,Supplier_07,Home & Kitchen,20,164.81,3296.2,10,11,Yes,1,229,30,20,219,No
PO101910,2025-09-14,Supplier_13,Home & Kitchen,18,291.29,5243.22,7,13,No,6,430,22,18,426,No
PO101911,2025-06-17,Supplier_02,Home & Kitchen,12,452.54,5430.48,5,10,No,5,331,23,12,320,No
PO101912,2025-05-19,Supplier_10,Office Supplies,12,334.17,4010.04,8,16,No,8,351,26,12,337,No
PO101913,2025-05-22,Supplier_12,Electronics,10,458.31,4583.1,6,7,No,1,128,43,10,0,Yes
PO101914,2025-12-26,Supplier_12,Home & Kitchen,19,109.39,2078.41,7,8,Yes,1,378,29,19,0,Yes
PO101915,2025-05-14,Supplier_15,Electronics,2,152.93,305.86,10,8,Yes,0,242,31,2,213,No
PO101916,2025-03-11,Supplier_14,Office Supplies,11,307.82,3386.02,5,4,Yes,0,169,19,11,161,No
PO101917,2025-08-18,Supplier_04,Home & Kitchen,4,77.59,310.36,6,8,No,2,349,20,4,0,Yes
PO101918,2025-07-09,Supplier_06,Home & Kitchen,15,326.48,4897.2,7,8,No,1,103,36,15,82,No
PO101919,2025-05-07,Supplier_04,Electronics,2,445.92,891.84,9,19,No,10,216,41,2,0,Yes
PO101920,2025-02-08,Supplier_02,Home & Kitchen,19,417.4,7930.6,9,13,No,4,279,24,19,274,No
PO101921,2025-07-26,Supplier_12,Home & Kitchen,6,350.37,2102.22,6,14,No,8,71,25,6,52,No
PO101922,2025-09-04,Supplier_14,Office Supplies,16,356.38,5702.08,6,6,Yes,0,407,20,16,403,No
PO101923,2025-07-07,Supplier_07,Electronics,9,238.13,2143.17,3,2,Yes,0,354,51,9,312,No
PO101924,2025-07-13,Supplier_14,Electronics,5,33.76,168.8,5,5,Yes,0,390,50,5,0,Yes
PO101925,2025-05-23,Supplier_01,Home & Kitchen,15,407.28,6109.2,8,14,No,6,230,21,15,224,No
PO101926,2025-05-01,Supplier_12,Electronics,1,232.39,232.39,6,15,No,9,104,40,1,0,Yes
PO101927,2025-03-08,Supplier_01,Home & Kitchen,18,245.94,4426.92,6,11,No,5,265,24,18,259,No
PO101928,2025-08-28,Supplier_10,Office Supplies,13,228.71,2973.23,7,11,No,4,44,23,13,34,No
PO101929,2025-02-19,Supplier_15,Home & Kitchen,10,261.3,2613.0,8,9,No,1,329,32,10,307,No
PO101930,2025-12-02,Supplier_06,Office Supplies,15,329.23,4938.45,10,10,Yes,0,103,20,15,98,No
PO101931,2025-04-17,Supplier_11,Electronics,10,253.74,2537.4,8,8,Yes,0,428,46,10,392,No
PO101932,2025-12-27,Supplier_12,Home & Kitchen,8,228.93,1831.44,6,16,No,10,314,25,8,0,Yes
PO101933,2025-11-22,Supplier_08,Home & Kitchen,4,272.32,1089.28,3,10,No,7,30,34,4,1,No
PO101934,2025-04-27,Supplier_07,Home & Kitchen,5,199.96,999.8,6,7,Yes,1,281,22,5,264,No
PO101935,2025-12-25,Supplier_03,Electronics,19,398.85,7578.15,4,12,No,8,119,49,19,0,Yes
PO101936,2025-01-28,Supplier_11,Electronics,12,414.77,4977.24,4,4,Yes,0,488,55,12,445,No
PO101937,2025-02-08,Supplier_14,Home & Kitchen,8,65.68,525.44,7,13,No,6,127,28,8,107,No
PO101938,2025-03-26,Supplier_06,Electronics,2,313.83,627.66,9,8,Yes,0,347,33,2,316,No
PO101939,2025-12-02,Supplier_06,Home & Kitchen,5,102.16,510.8,6,7,No,1,213,31,5,187,No
PO101940,2025-12-27,Supplier_03,Home & Kitchen,17,92.02,1564.34,6,8,No,2,59,24,17,52,No
PO101941,2025-04-21,Supplier_05,Office Supplies,3,160.1,480.3,5,8,No,3,480,18,3,465,No
PO101942,2025-09-28,Supplier_10,Office Supplies,5,210.78,1053.9,8,10,No,2,223,30,5,198,No
PO101943,2025-03-24,Supplier_12,Home & Kitchen,15,28.26,423.9,10,11,Yes,1,355,32,15,338,No
PO101944,2025-03-29,Supplier_15,Office Supplies,17,130.61,2220.37,10,19,No,9,203,23,17,197,No
PO101945,2025-02-04,Supplier_13,Home & Kitchen,11,55.16,606.76,3,5,No,2,240,23,11,228,No
PO101946,2025-05-26,Supplier_08,Home & Kitchen,4,88.47,353.88,9,9,Yes,0,429,17,4,0,Yes
PO101947,2025-03-12,Supplier_01,Electronics,6,177.78,1066.68,7,10,No,3,481,40,6,447,No
PO101948,2025-06-05,Supplier_03,Office Supplies,9,276.85,2491.65,3,6,No,3,262,19,9,252,No
PO101949,2025-02-11,Supplier_09,Electronics,12,441.88,5302.56,8,14,No,6,341,44,12,0,Yes
PO101950,2025-12-08,Supplier_10,Electronics,12,437.87,5254.44,4,10,No,6,67,46,12,0,Yes
PO101951,2025-04-19,Supplier_06,Home & Kitchen,5,491.57,2457.85,10,16,No,6,137,25,5,117,No
PO101952,2025-03-10,Supplier_09,Home & Kitchen,17,418.9,7121.3,5,9,No,4,127,23,17,121,No
PO101953,2025-12-23,Supplier_15,Electronics,18,31.66,569.88,5,16,No,11,161,39,18,140,No
PO101954,2025-05-17,Supplier_12,Office Supplies,11,466.56,5132.16,10,9,Yes,0,184,20,11,175,No
PO101955,2025-11-28,Supplier_05,Office Supplies,3,209.28,627.84,8,10,No,2,66,20,3,49,No
PO101956,2025-10-29,Supplier_15,Electronics,9,441.66,3974.94,5,6,Yes,1,156,41,9,0,Yes
PO101957,2025-10-19,Supplier_05,Office Supplies,10,441.88,4418.8,10,9,Yes,0,350,23,10,337,No
PO101958,2025-06-09,Supplier_03,Electronics,5,23.74,118.7,5,11,No,6,319,44,5,280,No
PO101959,2025-10-04,Supplier_10,Office Supplies,17,261.05,4437.85,3,1,Yes,0,432,17,17,432,No
PO101960,2025-04-18,Supplier_11,Electronics,19,450.67,8562.73,9,10,Yes,1,228,40,19,0,Yes
PO101961,2025-06-22,Supplier_14,Electronics,4,342.01,1368.04,6,6,Yes,0,297,29,4,0,Yes
PO101962,2025-03-19,Supplier_02,Electronics,16,258.16,4130.56,9,15,No,6,390,40,16,366,No
PO101963,2025-04-15,Supplier_10,Home & Kitchen,17,43.15,733.55,6,15,No,9,215,24,17,208,No
PO101964,2025-09-05,Supplier_15,Home & Kitchen,17,367.79,6252.43,9,19,No,10,167,32,17,152,No
PO101965,2025-06-03,Supplier_09,Electronics,17,131.66,2238.22,5,7,No,2,85,49,17,0,Yes
PO101966,2025-11-30,Supplier_13,Home & Kitchen,18,451.76,8131.68,7,11,No,4,206,28,18,0,Yes
PO101967,2025-08-12,Supplier_02,Home & Kitchen,7,225.55,1578.85,4,11,No,7,190,43,7,154,No
PO101968,2025-07-08,Supplier_01,Home & Kitchen,16,145.9,2334.4,8,14,No,6,238,29,16,225,No
PO101969,2025-07-09,Supplier_04,Home & Kitchen,9,482.17,4339.53,5,6,Yes,1,449,24,9,434,No
PO101970,2025-05-07,Supplier_14,Home & Kitchen,14,350.26,4903.64,6,4,Yes,0,77,37,14,54,No
PO101971,2025-07-17,Supplier_12,Office Supplies,5,87.81,439.05,4,5,No,1,449,20,5,434,No
PO101972,2025-04-30,Supplier_12,Electronics,2,151.08,302.16,8,17,No,9,494,46,2,450,No
PO101973,2025-04-28,Supplier_03,Office Supplies,6,155.55,933.3,9,11,No,2,320,17,6,309,No
PO101974,2025-02-26,Supplier_15,Electronics,3,60.19,180.57,7,8,No,1,87,52,3,0,Yes
PO101975,2025-02-26,Supplier_15,Electronics,10,197.01,1970.1,4,13,No,9,268,50,10,228,No
PO101976,2025-09-07,Supplier_06,Home & Kitchen,15,109.43,1641.45,6,4,Yes,0,400,25,15,390,No
PO101977,2025-08-14,Supplier_15,Electronics,9,387.7,3489.3,7,18,No,11,362,41,9,0,Yes
PO101978,2025-03-13,Supplier_04,Home & Kitchen,16,131.03,2096.48,4,2,Yes,0,293,32,16,277,No
PO101979,2025-09-17,Supplier_10,Home & Kitchen,4,493.65,1974.6,8,12,No,4,325,20,4,309,No
PO101980,2025-06-02,Supplier_08,Office Supplies,14,217.72,3048.08,8,9,No,1,116,24,14,106,No
PO101981,2025-12-29,Supplier_05,Office Supplies,17,171.41,2913.97,3,2,Yes,0,247,27,17,237,No
PO101982,2025-09-17,Supplier_04,Home & Kitchen,13,472.5,6142.5,5,3,Yes,0,54,29,13,38,No
PO101983,2025-11-08,Supplier_14,Home & Kitchen,15,418.75,6281.25,4,10,No,6,152,24,15,143,No
PO101984,2025-10-02,Supplier_13,Electronics,11,263.56,2899.16,3,4,Yes,1,403,53,11,0,Yes
PO101985,2025-08-19,Supplier_12,Home & Kitchen,5,170.28,851.4,7,7,Yes,0,90,25,5,70,No
PO101986,2025-06-02,Supplier_06,Office Supplies,7,478.1,3346.7,7,18,No,11,165,28,7,144,No
PO101987,2025-07-19,Supplier_12,Home & Kitchen,15,228.75,3431.25,6,15,No,9,35,24,15,26,No
PO101988,2025-06-09,Supplier_15,Home & Kitchen,1,321.37,321.37,8,10,No,2,155,29,1,127,No
PO101989,2025-03-02,Supplier_03,Electronics,2,101.35,202.7,3,6,No,3,192,55,2,0,Yes
PO101990,2025-08-13,Supplier_12,Home & Kitchen,10,423.75,4237.5,7,9,No,2,181,28,10,163,No
PO101991,2025-08-10,Supplier_10,Office Supplies,2,195.95,391.9,6,7,Yes,1,293,30,2,265,No
PO101992,2025-03-10,Supplier_08,Home & Kitchen,5,419.23,2096.15,9,9,Yes,0,487,24,5,468,No
PO101993,2025-01-12,Supplier_13,Electronics,14,132.56,1855.84,4,10,No,6,246,48,14,212,No
PO101994,2025-03-01,Supplier_10,Electronics,15,90.06,1350.9,9,17,No,8,420,37,15,0,Yes
PO101995,2025-05-05,Supplier_04,Electronics,15,125.25,1878.75,3,3,Yes,0,72,44,15,0,Yes
PO101996,2025-03-02,Supplier_11,Electronics,10,460.75,4607.5,9,9,Yes,0,416,57,10,369,No
PO101997,2025-02-05,Supplier_04,Office Supplies,8,306.72,2453.76,4,11,No,7,282,18,8,272,No
PO101998,2025-02-19,Supplier_06,Office Supplies,1,276.38,276.38,9,11,No,2,289,19,1,271,No
PO101999,2025-12-27,Supplier_07,Electronics,12,110.38,1324.56,10,14,No,4,54,52,12,0,Yes
PO102000,2025-09-06,Supplier_08,Home & Kitchen,5,462.36,2311.8,5,12,No,7,351,29,5,327,No
PO102001,2025-10-06,Supplier_13,Electronics,17,405.04,6885.68,6,4,Yes,0,144,51,17,0,Yes
PO102002,2025-05-12,Supplier_04,Home & Kitchen,18,264.8,4766.4,4,2,Yes,0,423,28,18,413,No
PO102003,2025-04-03,Supplier_02,Home & Kitchen,12,354.97,4259.64,7,15,No,8,156,30,12,138,No
PO102004,2025-02-26,Supplier_11,Electronics,11,69.15,760.65,6,7,Yes,1,211,45,11,0,Yes
PO102005,2025-10-29,Supplier_11,Home & Kitchen,20,408.44,8168.8,8,8,Yes,0,81,27,20,74,No
PO102006,2025-04-16,Supplier_03,Home & Kitchen,20,358.13,7162.6,5,12,No,7,429,31,20,418,No
PO102007,2025-05-25,Supplier_09,Electronics,1,76.36,76.36,9,8,Yes,0,260,47,1,214,No
PO102008,2025-04-27,Supplier_08,Electronics,5,246.37,1231.85,9,19,No,10,364,49,5,0,Yes
PO102009,2025-05-04,Supplier_11,Home & Kitchen,15,480.25,7203.75,5,10,No,5,439,34,15,420,No
PO102010,2025-11-18,Supplier_02,Home & Kitchen,11,226.12,2487.32,9,12,No,3,360,22,11,349,No
PO102011,2025-08-23,Supplier_03,Office Supplies,9,452.53,4072.77,5,4,Yes,0,358,26,9,0,Yes
PO102012,2025-11-12,Supplier_02,Electronics,19,370.56,7040.64,4,6,No,2,491,53,19,0,Yes
PO102013,2025-03-30,Supplier_15,Office Supplies,9,393.46,3541.14,9,8,Yes,0,424,29,9,404,No
PO102014,2025-06-20,Supplier_11,Electronics,20,489.93,9798.6,6,5,Yes,0,181,43,20,0,Yes
PO102015,2025-01-22,Supplier_03,Home & Kitchen,15,416.54,6248.1,8,11,No,3,368,26,15,357,No
PO102016,2025-10-09,Supplier_01,Home & Kitchen,14,393.1,5503.4,7,12,No,5,135,16,14,133,No
PO102017,2025-07-08,Supplier_13,Office Supplies,20,306.26,6125.2,8,12,No,4,156,21,20,155,No
PO102018,2025-08-09,Supplier_08,Electronics,3,448.51,1345.53,8,12,No,4,140,61,3,0,Yes
PO102019,2025-11-15,Supplier_01,Electronics,6,16.27,97.62,7,12,No,5,71,55,6,22,No
PO102020,2025-01-14,Supplier_10,Home & Kitchen,8,155.15,1241.2,3,13,No,10,392,29,8,371,No
PO102021,2025-04-01,Supplier_11,Office Supplies,2,134.83,269.66,8,9,Yes,1,301,20,2,283,No
PO102022,2025-10-15,Supplier_07,Office Supplies,15,404.45,6066.75,9,7,Yes,0,82,22,15,75,No
PO102023,2025-06-18,Supplier_05,Office Supplies,17,20.61,350.37,9,19,No,10,450,18,17,449,No
PO102024,2025-01-25,Supplier_03,Home & Kitchen,17,486.74,8274.58,10,19,No,9,94,20,17,91,No
PO102025,2025-01-24,Supplier_06,Office Supplies,5,120.11,600.55,9,11,No,2,444,20,5,429,No
PO102026,2025-10-19,Supplier_12,Electronics,6,271.1,1626.6,8,10,No,2,127,29,6,0,Yes
PO102027,2025-12-25,Supplier_14,Electronics,8,54.39,435.12,10,13,No,3,480,36,8,452,No
PO102028,2025-03-23,Supplier_04,Electronics,4,82.71,330.84,3,7,No,4,465,40,4,429,No
PO102029,2025-02-15,Supplier_06,Home & Kitchen,6,150.14,900.84,10,9,Yes,0,357,26,6,337,No
PO102030,2025-09-12,Supplier_07,Home & Kitchen,10,353.23,3532.3,5,3,Yes,0,159,24,10,145,No
PO102031,2025-10-01,Supplier_09,Home & Kitchen,1,32.1,32.1,5,4,Yes,0,467,33,1,435,No
PO102032,2025-03-05,Supplier_06,Electronics,17,391.37,6653.29,5,11,No,6,404,40,17,0,Yes
PO102033,2025-05-12,Supplier_10,Office Supplies,3,224.79,674.37,9,9,Yes,0,315,22,3,296,No
PO102034,2025-10-05,Supplier_10,Home & Kitchen,9,226.85,2041.65,6,14,No,8,187,22,9,174,No
PO102035,2025-01-31,Supplier_01,Electronics,2,214.42,428.84,5,8,No,3,35,51,2,0,Yes
PO102036,2025-04-18,Supplier_01,Electronics,3,32.5,97.5,10,19,No,9,38,43,3,0,Yes
PO102037,2025-11-26,Supplier_11,Home & Kitchen,1,239.45,239.45,3,10,No,7,359,22,1,338,No
PO102038,2025-02-17,Supplier_13,Home & Kitchen,11,465.04,5115.44,4,4,Yes,0,290,36,11,0,Yes
PO102039,2025-02-08,Supplier_15,Office Supplies,4,332.61,1330.44,8,6,Yes,0,36,19,4,21,No
PO102040,2025-10-10,Supplier_08,Electronics,17,286.69,4873.73,8,7,Yes,0,73,41,17,49,No
PO102041,2025-01-25,Supplier_07,Electronics,14,306.87,4296.18,10,19,No,9,107,44,14,0,Yes
PO102042,2025-04-05,Supplier_03,Home & Kitchen,20,194.61,3892.2,6,17,No,11,411,33,20,398,No
PO102043,2025-05-18,Supplier_13,Electronics,10,69.71,697.1,8,6,Yes,0,427,38,10,399,No
PO102044,2025-12-25,Supplier_02,Home & Kitchen,10,335.33,3353.3,6,10,No,4,447,23,10,434,No
PO102045,2025-02-27,Supplier_04,Office Supplies,1,94.64,94.64,9,17,No,8,486,17,1,470,No
PO102046,2025-06-18,Supplier_08,Home & Kitchen,18,445.1,8011.8,6,9,No,3,336,24,18,330,No
PO102047,2025-09-14,Supplier_09,Electronics,18,436.28,7853.04,6,8,No,2,176,56,18,0,Yes
PO102048,2025-02-18,Supplier_09,Office Supplies,19,55.9,1062.1,7,14,No,7,401,24,19,396,No
PO102049,2025-11-30,Supplier_04,Office Supplies,20,84.19,1683.8,7,15,No,8,266,23,20,263,No
PO102050,2025-11-05,Supplier_04,Electronics,10,383.8,3838.0,4,6,No,2,160,46,10,0,Yes
PO102051,2025-03-06,Supplier_04,Home & Kitchen,18,409.01,7362.18,4,10,No,6,364,35,18,347,No
PO102052,2025-10-16,Supplier_05,Electronics,11,481.72,5298.92,6,7,No,1,292,41,11,262,No
PO102053,2025-10-10,Supplier_10,Office Supplies,6,379.0,2274.0,10,16,No,6,404,21,6,389,No
PO102054,2025-10-16,Supplier_04,Electronics,15,240.76,3611.4,4,4,Yes,0,284,34,15,0,Yes
PO102055,2025-07-04,Supplier_01,,6,171.9,1031.4,10,12,No,2,380,27,6,0,Yes
PO102056,2025-08-29,Supplier_10,Electronics,4,84.4,337.6,4,2,Yes,0,439,58,4,0,Yes
PO102057,2025-02-09,Supplier_15,Home & Kitchen,13,144.3,1875.9,10,16,No,6,330,34,13,309,No
PO102058,2025-08-19,Supplier_12,Home & Kitchen,17,404.98,6884.66,5,6,Yes,1,340,28,17,329,No
PO102059,2025-06-09,Supplier_11,Office Supplies,15,481.35,7220.25,5,5,Yes,0,230,21,15,224,No
PO102060,2025-07-20,Supplier_06,Home & Kitchen,1,297.03,297.03,4,13,No,9,109,24,1,86,No
PO102061,2025-07-26,Supplier_05,Home & Kitchen,13,180.44,2345.72,6,5,Yes,0,289,30,13,272,No
PO102062,2025-03-10,Supplier_10,Electronics,19,57.93,1100.67,8,7,Yes,0,391,42,19,368,No
PO102063,2025-04-13,Supplier_10,Electronics,7,389.41,2725.87,4,11,No,7,132,44,7,0,Yes
PO102064,2025-03-30,Supplier_12,Home & Kitchen,10,57.08,570.8,4,10,No,6,331,37,10,304,No
PO102065,2025-02-13,Supplier_01,Home & Kitchen,19,152.51,2897.69,4,8,No,4,423,30,19,412,No
PO102066,2025-03-10,Supplier_04,Home & Kitchen,6,136.29,817.74,10,19,No,9,74,27,6,53,No
PO102067,2025-07-29,Supplier_10,Office Supplies,15,268.09,4021.35,7,8,Yes,1,388,23,15,380,No
PO102068,2025-04-02,Supplier_14,,9,55.48,499.32,5,5,Yes,0,260,58,9,211,No
PO102069,2025-11-05,Supplier_13,Home & Kitchen,15,131.78,1976.7,7,5,Yes,0,344,23,15,336,No
PO102070,2025-01-27,Supplier_12,Electronics,9,470.9,4238.1,4,7,No,3,471,57,9,0,Yes
PO102071,2025-05-11,Supplier_13,Electronics,9,415.7,3741.3,3,4,Yes,1,299,45,9,0,Yes
PO102072,2025-11-17,Supplier_15,Electronics,11,127.69,1404.59,4,4,Yes,0,417,45,11,0,Yes
PO102073,2025-01-24,Supplier_02,Office Supplies,5,434.8,2174.0,8,7,Yes,0,53,22,5,36,No
PO102074,2025-08-14,Supplier_12,Office Supplies,12,34.08,408.96,7,17,No,10,178,18,12,172,No
PO102075,2025-08-12,Supplier_03,Electronics,15,454.77,6821.55,7,9,No,2,58,54,15,0,Yes
PO102076,2025-11-11,Supplier_07,Home & Kitchen,2,354.55,709.1,3,11,No,8,154,32,2,124,No
PO102077,2025-12-10,Supplier_10,Electronics,2,152.77,305.54,8,17,No,9,413,51,2,364,No
PO102078,2025-04-03,Supplier_06,Home & Kitchen,19,111.08,2110.52,10,21,No,11,254,21,19,252,No
PO102079,2025-12-23,Supplier_05,Electronics,6,217.61,1305.66,6,6,Yes,0,466,39,6,0,Yes
PO102080,2025-01-14,Supplier_04,Office Supplies,16,166.66,2666.56,3,6,No,3,301,20,16,297,No
PO102081,2025-11-05,Supplier_14,Home & Kitchen,1,464.6,464.6,4,5,No,1,84,20,1,65,No
PO102082,2025-05-07,Supplier_01,Home & Kitchen,11,256.27,2818.97,6,16,No,10,417,23,11,0,Yes
PO102083,2025-02-07,Supplier_09,Home & Kitchen,3,205.55,616.65,7,8,Yes,1,71,26,3,48,No
PO102084,2025-07-13,Supplier_02,Office Supplies,2,368.2,736.4,5,16,No,11,459,20,2,441,No
PO102085,2025-07-01,Supplier_09,Home & Kitchen,18,169.73,3055.14,7,6,Yes,0,442,18,18,442,No
PO102086,2025-03-12,Supplier_12,Home & Kitchen,1,260.13,260.13,7,7,Yes,0,360,25,1,0,Yes
PO102087,2025-07-06,Supplier_12,Electronics,17,376.46,6399.82,6,15,No,9,480,36,17,0,Yes
PO102088,2025-12-13,Supplier_03,Home & Kitchen,16,173.73,2779.68,7,11,No,4,288,30,16,274,No
PO102089,2025-02-23,Supplier_14,Electronics,4,162.72,650.88,3,10,No,7,124,45,4,83,No
PO102090,2025-06-17,Supplier_05,Office Supplies,6,347.44,2084.64,4,4,Yes,0,285,19,6,272,No
PO102091,2025-01-28,Supplier_07,Electronics,5,256.91,1284.55,3,14,No,11,396,50,5,351,No
PO102092,2025-04-19,Supplier_14,Electronics,12,174.77,2097.24,3,1,Yes,0,419,39,12,0,Yes
PO102093,2025-08-19,Supplier_09,Home & Kitchen,8,385.56,3084.48,6,6,Yes,0,489,27,8,470,No
PO102094,2025-02-09,Supplier_13,Home & Kitchen,18,85.61,1540.98,3,14,No,11,328,22,18,324,No
PO102095,2025-01-25,Supplier_02,Office Supplies,1,112.11,112.11,3,14,No,11,301,23,1,279,No
PO102096,2025-10-04,Supplier_13,Home & Kitchen,19,183.31,3482.89,3,8,No,5,130,36,19,113,No
PO102097,2025-11-21,Supplier_14,Home & Kitchen,6,354.74,2128.44,9,11,No,2,338,30,6,0,Yes
PO102098,2025-05-19,Supplier_03,Office Supplies,19,74.15,1408.85,4,3,Yes,0,259,21,19,257,No
PO102099,2025-06-22,Supplier_14,Office Supplies,1,150.77,150.77,10,16,No,6,176,17,1,160,No
PO102100,2025-11-13,Supplier_09,Home & Kitchen,6,283.13,1698.78,6,17,No,11,476,27,6,455,No
PO102101,2025-02-10,Supplier_01,Electronics,6,15.14,90.84,10,18,No,8,271,58,6,0,Yes
PO102102,2025-09-17,Supplier_11,Electronics,20,,6509.0,3,4,No,1,427,39,20,0,Yes
PO102103,2025-05-15,Supplier_06,Office Supplies,5,220.93,1104.65,9,10,Yes,1,420,29,5,396,No
PO102104,2025-10-23,Supplier_04,Home & Kitchen,6,371.37,2228.22,6,14,No,8,82,25,6,63,No
PO102105,2025-08-31,Supplier_14,Electronics,18,406.64,7319.52,9,7,Yes,0,241,45,18,0,Yes
PO102106,2025-01-03,Supplier_05,Home & Kitchen,3,427.18,1281.54,10,14,No,4,396,30,3,369,No
PO102107,2025-03-26,Supplier_09,Home & Kitchen,5,342.39,1711.95,3,4,No,1,349,21,5,333,No
PO102108,2025-12-06,Supplier_05,Electronics,15,183.31,2749.65,4,14,No,10,194,58,15,0,Yes
PO102109,2025-03-23,Supplier_05,Home & Kitchen,6,225.19,1351.14,5,7,No,2,431,28,6,409,No
PO102110,2025-11-10,Supplier_09,Office Supplies,19,481.59,9150.21,6,6,Yes,0,335,25,19,329,No
PO102111,2025-05-09,Supplier_06,Electronics,11,249.97,2749.67,6,7,No,1,38,45,11,4,No
PO102112,2025-06-29,Supplier_08,Home & Kitchen,16,397.89,6366.24,7,9,No,2,399,32,16,383,No
